SSN Prefix,Years Issued
051-82-####,1992-1995
051-84-####,1995-unknown
051-86-####,1996-unknown
051-88-####,1998-unknown
051-90-####,2000-unknown
051-92-####,2002-2004
051-94-####,2004-2006
051-96-####,2006-2008
051-98-####,2008-2010
052-01-####,1936-1950
052-02-####,2010-2011
052-03-####,1936-1950
052-05-####,1936-1950
052-07-####,1936-1950
052-09-####,1936-1950
052-10-####,1936-1950
052-12-####,1936-1950
052-14-####,1936-1950
052-16-####,1936-1950
052-18-####,1936-1950
052-20-####,1936-1950
052-22-####,1936-1950
052-24-####,1936-1950
052-26-####,1936-1950
052-28-####,1951-1952
052-30-####,1953-1955
052-32-####,1956-1957
052-34-####,1958-1960
052-36-####,1961-1962
052-38-####,1963-unknown
052-40-####,1963-1964
052-42-####,1965-1966
052-44-####,1967-unknown
052-46-####,1968-1969
052-48-####,1970-unknown
052-50-####,1971-1972
052-52-####,1973-unknown
052-54-####,1973-1974
052-56-####,1975-unknown
052-58-####,1976-unknown
052-60-####,1976-1977
052-62-####,1978-1979
052-64-####,1980-unknown
052-66-####,1981-1982
052-68-####,1983-1984
052-70-####,1985-1986
052-72-####,1987-unknown
052-74-####,1988-unknown
052-76-####,1988-1992
052-78-####,1988-1992
052-80-####,1992-unknown
052-82-####,1992-1995
052-84-####,1995-unknown
052-86-####,1996-1998
052-88-####,1998-unknown
052-90-####,2000-unknown
052-92-####,2002-2004
052-94-####,2004-2006
052-96-####,2006-2008
052-98-####,2008-2010
053-01-####,1936-1950
053-02-####,2010-2011
053-03-####,1936-1950
053-05-####,1936-1950
053-07-####,1936-1950
053-09-####,1936-1950
053-10-####,1936-1950
053-12-####,1936-1950
053-14-####,1936-1950
053-16-####,1936-1950
053-18-####,1936-1950
053-20-####,1936-1950
053-22-####,1936-1950
053-24-####,1936-1950
053-26-####,1936-1950
053-28-####,1951-1952
053-30-####,1953-1955
053-32-####,1956-1957
053-34-####,1958-1960
053-36-####,1961-1962
053-38-####,1963-unknown
053-40-####,1964-unknown
053-42-####,1965-1966
053-44-####,1967-unknown
053-46-####,1968-1969
053-48-####,1970-unknown
053-50-####,1971-1972
053-52-####,1973-unknown
053-54-####,1973-1974
053-56-####,1975-unknown
053-58-####,1976-unknown
053-60-####,1976-1977
053-62-####,1978-1979
053-64-####,1980-unknown
053-66-####,1981-1982
053-68-####,1983-1984
053-70-####,1985-1986
053-72-####,1987-unknown
053-74-####,1988-unknown
053-76-####,1988-1992
053-78-####,1988-1992
053-80-####,1992-unknown
053-82-####,1992-1995
053-84-####,1995-unknown
053-86-####,1996-1998
053-88-####,1998-unknown
053-90-####,2000-unknown
053-92-####,2002-2004
053-94-####,2004-2006
053-96-####,2006-2008
053-98-####,2008-2010
054-01-####,1936-1950
054-02-####,2010-2011
054-03-####,1936-1950
054-05-####,1936-1950
054-07-####,1936-1950
054-09-####,1936-1950
054-10-####,1936-1950
054-12-####,1936-1950
054-14-####,1936-1950
054-16-####,1936-1950
054-18-####,1936-1950
054-20-####,1936-1950
054-22-####,1936-1950
054-24-####,1936-1950
054-26-####,1936-1950
054-28-####,1951-1952
054-30-####,1953-1955
054-32-####,1956-1957
054-34-####,1958-1960
054-36-####,1961-1962
054-38-####,1963-unknown
054-40-####,1964-unknown
054-42-####,1965-1966
054-44-####,1967-unknown
054-46-####,1968-1969
054-48-####,1970-unknown
054-50-####,1971-1972
054-52-####,1973-unknown
054-54-####,1973-1974
054-56-####,1975-unknown
054-58-####,1976-unknown
054-60-####,1976-1977
054-62-####,1978-1979
054-64-####,1980-unknown
054-66-####,1981-1982
054-68-####,1983-1984
054-70-####,1985-1986
054-72-####,1987-unknown
054-74-####,1988-unknown
054-76-####,1988-1992
054-78-####,1988-1992
054-80-####,1992-unknown
054-82-####,1992-1995
054-84-####,1995-unknown
054-86-####,1996-1998
054-88-####,1998-unknown
054-90-####,2000-unknown
054-92-####,2002-2004
054-94-####,2004-2006
054-96-####,2006-2008
054-98-####,2008-2010
055-01-####,1936-1950
055-02-####,2010-2011
055-03-####,1936-1950
055-05-####,1936-1950
055-07-####,1936-1950
055-09-####,1936-1950
055-10-####,1936-1950
055-12-####,1936-1950
055-14-####,1936-1950
055-16-####,1936-1950
055-18-####,1936-1950
055-20-####,1936-1950
055-22-####,1936-1950
055-24-####,1936-1950
055-26-####,1936-1950
055-28-####,1951-1952
055-30-####,1953-1955
055-32-####,1956-1957
055-34-####,1958-1960
055-36-####,1961-1962
055-38-####,1963-unknown
055-40-####,1964-unknown
055-42-####,1965-1966
055-44-####,1967-unknown
055-46-####,1968-1969
055-48-####,1970-unknown
055-50-####,1971-1972
055-52-####,1973-unknown
055-54-####,1973-1974
055-56-####,1975-unknown
055-58-####,1976-unknown
055-60-####,1977-unknown
055-62-####,1978-1979
055-64-####,1980-unknown
055-66-####,1981-1982
055-68-####,1983-1984
055-70-####,1985-1986
055-72-####,1987-unknown
055-74-####,1988-unknown
055-76-####,1988-1992
055-78-####,1988-1992
055-80-####,1992-unknown
055-82-####,1992-1995
055-84-####,1995-unknown
055-86-####,1996-1998
055-88-####,1998-unknown
055-90-####,2000-unknown
055-92-####,2002-2004
055-94-####,2004-2006
055-96-####,2006-2008
055-98-####,2008-2010
056-01-####,1936-1950
056-02-####,2010-2011
056-03-####,1936-1950
056-05-####,1936-1950
056-07-####,1936-1950
056-09-####,1936-1950
056-10-####,1936-1950
056-12-####,1936-1950
056-14-####,1936-1950
056-16-####,1936-1950
056-18-####,1936-1950
056-20-####,1936-1950
056-22-####,1936-1950
056-24-####,1936-1950
056-26-####,1936-1950
056-28-####,1951-1952
056-30-####,1953-1955
056-32-####,1956-1957
056-34-####,1958-1960
056-36-####,1961-1962
056-38-####,1963-unknown
056-40-####,1964-unknown
056-42-####,1965-1966
056-44-####,1967-unknown
056-46-####,1968-1969
056-48-####,1970-unknown
056-50-####,1971-1972
056-52-####,1973-unknown
056-54-####,1973-1974
056-56-####,1975-unknown
056-58-####,1976-unknown
056-60-####,1977-unknown
056-62-####,1978-1979
056-64-####,1980-unknown
056-66-####,1981-1982
056-68-####,1983-1984
056-70-####,1985-1986
056-72-####,1987-unknown
056-74-####,1988-unknown
056-76-####,1988-1992
056-78-####,1988-1992
056-80-####,1992-unknown
056-82-####,1992-1995
056-84-####,1995-unknown
056-86-####,1996-1998
056-88-####,1998-unknown
056-90-####,2000-unknown
056-92-####,2002-2004
056-94-####,2004-2006
056-96-####,2006-2008
056-98-####,2008-2010
057-01-####,1936-1950
057-02-####,2010-2011
057-03-####,1936-1950
057-05-####,1936-1950
057-07-####,1936-1950
057-09-####,1936-1950
057-10-####,1936-1950
057-12-####,1936-1950
057-14-####,1936-1950
057-16-####,1936-1950
057-18-####,1936-1950
057-20-####,1936-1950
057-22-####,1936-1950
057-24-####,1936-1950
057-26-####,1936-1950
057-28-####,1951-1952
057-30-####,1953-1955
057-32-####,1956-1957
057-34-####,1958-1960
057-36-####,1961-1962
057-38-####,1963-unknown
057-40-####,1964-unknown
057-42-####,1965-1966
057-44-####,1967-unknown
057-46-####,1968-1969
057-48-####,1970-unknown
057-50-####,1971-1972
057-52-####,1973-unknown
057-54-####,1973-1974
057-56-####,1975-unknown
057-58-####,1976-unknown
057-60-####,1977-unknown
057-62-####,1978-1979
057-64-####,1980-unknown
057-66-####,1981-1982
057-68-####,1983-1984
057-70-####,1985-1986
057-72-####,1987-unknown
057-74-####,1988-unknown
057-76-####,1988-1992
057-78-####,1988-1992
057-80-####,1992-unknown
057-82-####,1992-1995
057-84-####,1995-unknown
057-86-####,1996-1998
057-88-####,1998-unknown
057-90-####,2000-unknown
057-92-####,2002-2004
057-94-####,2004-2006
057-96-####,2006-2008
057-98-####,2008-2010
058-01-####,1936-1950
058-02-####,2010-2011
058-03-####,1936-1950
058-05-####,1936-1950
058-07-####,1936-1950
058-09-####,1936-1950
058-10-####,1936-1950
058-12-####,1936-1950
058-14-####,1936-1950
058-16-####,1936-1950
058-18-####,1936-1950
058-20-####,1936-1950
058-22-####,1936-1950
058-24-####,1936-1950
058-26-####,1936-1950
058-28-####,1951-1952
058-30-####,1953-1955
058-32-####,1956-1957
058-34-####,1958-1960
058-36-####,1961-1962
058-38-####,1963-unknown
058-40-####,1964-unknown
058-42-####,1965-1966
058-44-####,1967-1968
058-46-####,1969-unknown
058-48-####,1970-unknown
058-50-####,1971-1972
058-52-####,1973-unknown
058-54-####,1973-1974
058-56-####,1975-unknown
058-58-####,1976-unknown
058-60-####,1977-unknown
058-62-####,1978-1979
058-64-####,1980-unknown
058-66-####,1981-1982
058-68-####,1983-1984
058-70-####,1985-1986
058-72-####,1987-unknown
058-74-####,1988-unknown
058-76-####,1988-1992
058-78-####,1988-1992
058-80-####,1992-unknown
058-82-####,1992-1995
058-84-####,1995-unknown
058-86-####,1996-1998
058-88-####,1998-unknown
058-90-####,2000-unknown
058-92-####,2002-2004
058-94-####,2004-2006
058-96-####,2006-2008
058-98-####,2008-2010
059-01-####,1936-1950
059-02-####,2010-2011
059-03-####,1936-1950
059-05-####,1936-1950
059-07-####,1936-1950
059-09-####,1936-1950
059-10-####,1936-1950
059-12-####,1936-1950
059-14-####,1936-1950
059-16-####,1936-1950
059-18-####,1936-1950
059-20-####,1936-1950
059-22-####,1936-1950
059-24-####,1936-1950
059-26-####,1936-1950
059-28-####,1951-1952
059-30-####,1953-1955
059-32-####,1956-1958
059-34-####,1959-1960
059-36-####,1961-1962
059-38-####,1963-unknown
059-40-####,1964-unknown
059-42-####,1965-1966
059-44-####,1967-unknown
059-46-####,1968-1969
059-48-####,1970-unknown
059-50-####,1971-1972
059-52-####,1973-unknown
059-54-####,1973-1974
059-56-####,1975-unknown
059-58-####,1976-unknown
059-60-####,1977-unknown
059-62-####,1978-1979
059-64-####,1980-unknown
059-66-####,1981-unknown
059-68-####,1982-1984
059-70-####,1985-1986
059-72-####,1987-unknown
059-74-####,1988-unknown
059-76-####,1988-1992
059-78-####,1988-1992
059-80-####,1992-unknown
059-82-####,1992-1995
059-84-####,1995-unknown
059-86-####,1996-1998
059-88-####,1998-unknown
059-90-####,2000-unknown
059-92-####,2002-2004
059-94-####,2004-2006
059-96-####,2006-2008
059-98-####,2008-2010
060-01-####,1936-1950
060-02-####,2010-2011
060-03-####,1936-1950
060-05-####,1936-1950
060-07-####,1936-1950
060-09-####,1936-1950
060-10-####,1936-1950
060-12-####,1936-1950
060-14-####,1936-1950
060-16-####,1936-1950
060-18-####,1936-1950
060-20-####,1936-1950
060-22-####,1936-1950
060-24-####,1936-1950
060-26-####,1936-1950
060-28-####,1951-1952
060-30-####,1953-1955
060-32-####,1956-1957
060-34-####,1958-1960
060-36-####,1961-1962
060-38-####,1963-unknown
060-40-####,1964-unknown
060-42-####,1965-1966
060-44-####,1967-unknown
060-46-####,1968-1969
060-48-####,1970-unknown
060-50-####,1971-1972
060-52-####,1973-unknown
060-54-####,1973-1974
060-56-####,1975-unknown
060-58-####,1976-unknown
060-60-####,1977-unknown
060-62-####,1978-1979
060-64-####,1980-unknown
060-66-####,1981-1982
060-68-####,1983-1984
060-70-####,1985-1986
060-72-####,1987-unknown
060-74-####,1988-unknown
060-76-####,1988-1992
060-78-####,1988-1992
060-80-####,1992-unknown
060-82-####,1992-1995
060-84-####,1995-unknown
060-86-####,1996-1998
060-88-####,1998-unknown
060-90-####,2000-unknown
060-92-####,2002-2004
060-94-####,2004-2006
060-96-####,2006-2008
060-98-####,2008-2010
061-01-####,1936-1950
061-02-####,2010-2011
061-03-####,1936-1950
061-05-####,1936-1950
061-07-####,1936-1950
061-09-####,1936-1950
061-10-####,1936-1950
061-12-####,1936-1950
061-14-####,1936-1950
061-16-####,1936-1950
061-18-####,1936-1950
061-20-####,1936-1950
061-22-####,1936-1950
061-24-####,1936-1950
061-26-####,1936-1950
061-28-####,1951-1952
061-30-####,1953-1955
061-32-####,1956-1957
061-34-####,1958-1960
061-36-####,1961-1962
061-38-####,1963-unknown
061-40-####,1964-unknown
061-42-####,1965-1966
061-44-####,1967-unknown
061-46-####,1968-1969
061-48-####,1970-unknown
061-50-####,1971-1972
061-52-####,1973-unknown
061-54-####,1973-1974
061-56-####,1975-unknown
061-58-####,1976-unknown
061-60-####,1977-unknown
061-62-####,1978-1979
061-64-####,1980-1981
061-66-####,1982-unknown
061-68-####,1983-1984
061-70-####,1985-1986
061-72-####,1987-unknown
061-74-####,1988-unknown
061-76-####,1988-1992
061-78-####,1988-1992
061-80-####,1992-unknown
061-82-####,1992-1995
061-84-####,1995-unknown
061-86-####,1996-1998
061-88-####,1998-unknown
061-90-####,2000-unknown
061-92-####,2002-2004
061-94-####,2004-2006
061-96-####,2006-2008
061-98-####,2008-2010
062-01-####,1936-1950
062-02-####,2010-2011
062-03-####,1936-1950
062-05-####,1936-1950
062-07-####,1936-1950
062-09-####,1936-1950
062-10-####,1936-1950
062-12-####,1936-1950
062-14-####,1936-1950
062-16-####,1936-1950
062-18-####,1936-1950
062-20-####,1936-1950
062-22-####,1936-1950
062-24-####,1936-1950
062-26-####,1936-1950
062-28-####,1951-1952
062-30-####,1953-1955
062-32-####,1956-1957
062-34-####,1958-1960
062-36-####,1961-1962
062-38-####,1963-unknown
062-40-####,1964-unknown
062-42-####,1965-1966
062-44-####,1967-unknown
062-46-####,1968-1969
062-48-####,1970-unknown
062-50-####,1971-1972
062-52-####,1973-unknown
062-54-####,1973-1974
062-56-####,1975-unknown
062-58-####,1976-unknown
062-60-####,1977-unknown
062-62-####,1978-1979
062-64-####,1980-1981
062-66-####,1982-unknown
062-68-####,1983-1984
062-70-####,1985-1986
062-72-####,1987-unknown
062-74-####,1988-unknown
062-76-####,1988-1992
062-78-####,1988-1992
062-80-####,1992-unknown
062-82-####,1992-1995
062-84-####,1995-unknown
062-86-####,1996-1998
062-88-####,1998-unknown
062-90-####,2000-unknown
062-92-####,2002-2004
062-94-####,2004-2006
062-96-####,2006-2008
062-98-####,2008-2010
063-01-####,1936-1950
063-02-####,2010-2011
063-03-####,1936-1950
063-05-####,1936-1950
063-07-####,1936-1950
063-09-####,1936-1950
063-10-####,1936-1950
063-12-####,1936-1950
063-14-####,1936-1950
063-16-####,1936-1950
063-18-####,1936-1950
063-20-####,1936-1950
063-22-####,1936-1950
063-24-####,1936-1950
063-26-####,1936-1950
063-28-####,1951-1952
063-30-####,1953-1955
063-32-####,1956-1957
063-34-####,1958-1960
063-36-####,1961-1962
063-38-####,1963-unknown
063-40-####,1964-unknown
063-42-####,1965-1966
063-44-####,1967-unknown
063-46-####,1968-1969
063-48-####,1970-unknown
063-50-####,1971-1972
063-52-####,1973-unknown
063-54-####,1973-1974
063-56-####,1975-unknown
063-58-####,1976-unknown
063-60-####,1977-unknown
063-62-####,1978-1979
063-64-####,1980-1981
063-66-####,1982-unknown
063-68-####,1983-1984
063-70-####,1985-1986
063-72-####,1987-unknown
063-74-####,1988-unknown
063-76-####,1988-1992
063-78-####,1988-1992
063-80-####,1992-unknown
063-82-####,1992-1995
063-84-####,1995-unknown
063-86-####,1996-1998
063-88-####,1998-unknown
063-90-####,2000-unknown
063-92-####,2002-2004
063-94-####,2004-2006
063-96-####,2006-2008
063-98-####,2008-2010
064-01-####,1936-1950
064-02-####,2010-2011
064-03-####,1936-1950
064-05-####,1936-1950
064-07-####,1936-1950
064-09-####,1936-1950
064-10-####,1936-1950
064-12-####,1936-1950
064-14-####,1936-1950
064-16-####,1936-1950
064-18-####,1936-1950
064-20-####,1936-1950
064-22-####,1936-1950
064-24-####,1936-1950
064-26-####,1936-1950
064-28-####,1951-1952
064-30-####,1953-1955
064-32-####,1956-1957
064-34-####,1958-1960
064-36-####,1961-1962
064-38-####,1963-unknown
064-40-####,1964-unknown
064-42-####,1965-1966
064-44-####,1967-unknown
064-46-####,1968-1969
064-48-####,1970-unknown
064-50-####,1971-1972
064-52-####,1973-unknown
064-54-####,1974-unknown
064-56-####,1975-unknown
064-58-####,1976-unknown
064-60-####,1977-unknown
064-62-####,1978-1979
064-64-####,1980-1981
064-66-####,1982-unknown
064-68-####,1983-1984
064-70-####,1985-1986
064-72-####,1987-unknown
064-74-####,1988-unknown
064-76-####,1988-1992
064-78-####,1988-1992
064-80-####,1992-unknown
064-82-####,1992-1995
064-84-####,1995-unknown
064-86-####,1996-1998
064-88-####,1998-unknown
064-90-####,2000-unknown
064-92-####,2002-2004
064-94-####,2004-2006
064-96-####,2006-2008
064-98-####,2008-2010
065-01-####,1936-1950
065-02-####,2010-2011
065-03-####,1936-1950
065-05-####,1936-1950
065-07-####,1936-1950
065-09-####,1936-1950
065-10-####,1936-1950
065-12-####,1936-1950
065-14-####,1936-1950
065-16-####,1936-1950
065-18-####,1936-1950
065-20-####,1936-1950
065-22-####,1936-1950
065-24-####,1936-1950
065-26-####,1936-1950
065-28-####,1951-1952
065-30-####,1953-1955
065-32-####,1956-1957
065-34-####,1958-1960
065-36-####,1961-1962
065-38-####,1963-unknown
065-40-####,1964-unknown
065-42-####,1965-1966
065-44-####,1967-1968
065-46-####,1969-unknown
065-48-####,1970-unknown
065-50-####,1971-1972
065-52-####,1973-unknown
065-54-####,1974-unknown
065-56-####,1975-unknown
065-58-####,1976-unknown
065-60-####,1977-unknown
065-62-####,1978-1979
065-64-####,1980-1981
065-66-####,1982-unknown
065-68-####,1983-1984
065-70-####,1985-1986
065-72-####,1987-unknown
065-74-####,1988-unknown
065-76-####,1988-1992
065-78-####,1988-1992
065-80-####,1992-unknown
065-82-####,1992-1995
065-84-####,1995-unknown
065-86-####,1996-1998
065-88-####,1998-unknown
065-90-####,2000-unknown
065-92-####,2002-2004
065-94-####,2004-2006
065-96-####,2006-2008
065-98-####,2008-2010
066-01-####,1936-1950
066-02-####,2010-2011
066-03-####,1936-1950
066-05-####,1936-1950
066-07-####,1936-1950
066-09-####,1936-1950
066-10-####,1936-1950
066-12-####,1936-1950
066-14-####,1936-1950
066-16-####,1936-1950
066-18-####,1936-1950
066-20-####,1936-1950
066-22-####,1936-1950
066-24-####,1936-1950
066-26-####,1936-1950
066-28-####,1951-1952
066-30-####,1953-1955
066-32-####,1956-1957
066-34-####,1958-1960
066-36-####,1961-1962
066-38-####,1963-unknown
066-40-####,1964-1965
066-42-####,1966-unknown
066-44-####,1967-1968
066-46-####,1969-unknown
066-48-####,1970-unknown
066-50-####,1971-1972
066-52-####,1973-unknown
066-54-####,1974-unknown
066-56-####,1975-unknown
066-58-####,1976-unknown
066-60-####,1977-unknown
066-62-####,1978-1979
066-64-####,1980-1981
066-66-####,1982-unknown
066-68-####,1983-1984
066-70-####,1985-1986
066-72-####,1987-unknown
066-74-####,1988-unknown
066-76-####,1988-1992
066-78-####,1988-1992
066-80-####,1992-unknown
066-82-####,1992-1995
066-84-####,1995-unknown
066-86-####,1996-1998
066-88-####,1998-unknown
066-90-####,2000-unknown
066-92-####,2002-2004
066-94-####,2004-2006
066-96-####,2006-2008
066-98-####,2008-2010
067-01-####,1936-1950
067-02-####,2010-2011
067-03-####,1936-1950
067-05-####,1936-1950
067-07-####,1936-1950
067-09-####,1936-1950
067-10-####,1936-1950
067-12-####,1936-1950
067-14-####,1936-1950
067-16-####,1936-1950
067-18-####,1936-1950
067-20-####,1936-1950
067-22-####,1936-1950
067-24-####,1936-1950
067-26-####,1936-1950
067-28-####,1951-1952
067-30-####,1953-1955
067-32-####,1956-1958
067-34-####,1959-1960
067-36-####,1961-1962
067-38-####,1963-unknown
067-40-####,1964-1965
067-42-####,1966-unknown
067-44-####,1967-1968
067-46-####,1969-unknown
067-48-####,1970-unknown
067-50-####,1971-1972
067-52-####,1973-unknown
067-54-####,1974-unknown
067-56-####,1975-unknown
067-58-####,1976-unknown
067-60-####,1977-unknown
067-62-####,1978-1979
067-64-####,1980-1981
067-66-####,1982-unknown
067-68-####,1983-1984
067-70-####,1985-1986
067-72-####,1987-unknown
067-74-####,1988-unknown
067-76-####,1988-1992
067-78-####,1988-1992
067-80-####,1992-unknown
067-82-####,1992-1995
067-84-####,1995-unknown
067-86-####,1996-1998
067-88-####,1998-unknown
067-90-####,2000-unknown
067-92-####,2002-2004
067-94-####,2004-2006
067-96-####,2006-2008
067-98-####,2008-2010
068-01-####,1936-1950
068-02-####,2010-2011
068-03-####,1936-1950
068-05-####,1936-1950
068-07-####,1936-1950
068-09-####,1936-1950
068-10-####,1936-1950
068-12-####,1936-1950
068-14-####,1936-1950
068-16-####,1936-1950
068-18-####,1936-1950
068-20-####,1936-1950
068-22-####,1936-1950
068-24-####,1936-1950
068-26-####,1951-unknown
068-28-####,1952-unknown
068-30-####,1953-1955
068-32-####,1956-1957
068-34-####,1958-1960
068-36-####,1961-1962
068-38-####,1963-unknown
068-40-####,1964-1965
068-42-####,1966-unknown
068-44-####,1967-1968
068-46-####,1969-unknown
068-48-####,1970-unknown
068-50-####,1971-1972
068-52-####,1973-unknown
068-54-####,1974-unknown
068-56-####,1975-unknown
068-58-####,1976-unknown
068-60-####,1977-unknown
068-62-####,1978-1979
068-64-####,1980-1981
068-66-####,1982-unknown
068-68-####,1983-1984
068-70-####,1985-1986
068-72-####,1987-unknown
068-74-####,1988-unknown
068-76-####,1988-1992
068-78-####,1988-1992
068-80-####,1992-unknown
068-82-####,1992-1995
068-84-####,1995-unknown
068-86-####,1996-1998
068-88-####,1998-unknown
068-90-####,2000-unknown
068-92-####,2002-2004
068-94-####,2004-2006
068-96-####,2006-2008
068-98-####,2008-2010
069-01-####,1936-1950
069-02-####,2010-2011
069-03-####,1936-1950
069-05-####,1936-1950
069-07-####,1936-1950
069-09-####,1936-1950
069-10-####,1936-1950
069-12-####,1936-1950
069-14-####,1936-1950
069-16-####,1936-1950
069-18-####,1936-1950
069-20-####,1936-1950
069-22-####,1936-1950
069-24-####,1936-1950
069-26-####,1936-1950
069-28-####,1951-1953
069-30-####,1954-1955
069-32-####,1956-1958
069-34-####,1959-1960
069-36-####,1961-1962
069-38-####,1963-unknown
069-40-####,1964-1965
069-42-####,1966-unknown
069-44-####,1967-1968
069-46-####,1969-unknown
069-48-####,1970-unknown
069-50-####,1971-1972
069-52-####,1973-unknown
069-54-####,1974-unknown
069-56-####,1975-unknown
069-58-####,1976-unknown
069-60-####,1977-unknown
069-62-####,1978-1979
069-64-####,1980-1981
069-66-####,1982-1983
069-68-####,1984-unknown
069-70-####,1985-1986
069-72-####,1987-unknown
069-74-####,1988-unknown
069-76-####,1988-1992
069-78-####,1988-1992
069-80-####,1992-unknown
069-82-####,1992-1995
069-84-####,1995-unknown
069-86-####,1996-1998
069-88-####,1998-unknown
069-90-####,2000-unknown
069-92-####,2002-2004
069-94-####,2004-2006
069-96-####,2006-2008
069-98-####,2008-2010
070-01-####,1936-1950
070-02-####,2010-2011
070-03-####,1936-1950
070-05-####,1936-1950
070-07-####,1936-1950
070-09-####,1936-1950
070-10-####,1936-1950
070-12-####,1936-1950
070-14-####,1936-1950
070-16-####,1936-1950
070-18-####,1936-1950
070-20-####,1936-1950
070-22-####,1936-1950
070-24-####,1936-1950
070-26-####,1936-1950
070-28-####,1951-1952
070-30-####,1953-1955
070-32-####,1956-1958
070-34-####,1959-1960
070-36-####,1961-1962
070-38-####,1963-unknown
070-40-####,1964-1965
070-42-####,1966-unknown
070-44-####,1967-unknown
070-46-####,1968-1969
070-48-####,1970-unknown
070-50-####,1971-1972
070-52-####,1973-unknown
070-54-####,1974-unknown
070-56-####,1975-unknown
070-58-####,1976-unknown
070-60-####,1977-unknown
070-62-####,1978-1979
070-64-####,1980-1981
070-66-####,1982-1983
070-68-####,1984-unknown
070-70-####,1985-1986
070-72-####,1987-unknown
070-74-####,1988-unknown
070-76-####,1988-1992
070-78-####,1988-1992
070-80-####,1992-unknown
070-82-####,1992-1995
070-84-####,1995-unknown
070-86-####,1996-1998
070-88-####,1998-unknown
070-90-####,2000-unknown
070-92-####,2002-2004
070-94-####,2004-2006
070-96-####,2006-2008
070-98-####,2008-2010
071-01-####,1936-1950
071-02-####,2010-2011
071-03-####,1936-1950
071-05-####,1936-1950
071-07-####,1936-1950
071-09-####,1936-1950
071-10-####,1936-1950
071-12-####,1936-1950
071-14-####,1936-1950
071-16-####,1936-1950
071-18-####,1936-1950
071-20-####,1936-1950
071-22-####,1936-1950
071-24-####,1936-1950
071-26-####,1936-1950
071-28-####,1951-1952
071-30-####,1953-1955
071-32-####,1956-1957
071-34-####,1958-1960
071-36-####,1961-1962
071-38-####,1963-unknown
071-40-####,1964-1965
071-42-####,1966-unknown
071-44-####,1967-1968
071-46-####,1969-unknown
071-48-####,1970-unknown
071-50-####,1971-1972
071-52-####,1973-unknown
071-54-####,1974-unknown
071-56-####,1975-unknown
071-58-####,1976-unknown
071-60-####,1977-unknown
071-62-####,1978-1979
071-64-####,1980-1981
071-66-####,1982-1983
071-68-####,1984-unknown
071-70-####,1985-1986
071-72-####,1987-unknown
071-74-####,1988-unknown
071-76-####,1988-1992
071-78-####,1988-1992
071-80-####,1992-unknown
071-82-####,1992-1995
071-84-####,1995-unknown
071-86-####,1996-1998
071-88-####,1998-unknown
071-90-####,2000-unknown
071-92-####,2002-2004
071-94-####,2004-2006
071-96-####,2006-2008
071-98-####,2008-2010
072-01-####,1936-1950
072-02-####,2010-2011
072-03-####,1936-1950
072-05-####,1936-1950
072-07-####,1936-1950
072-09-####,1936-1950
072-10-####,1936-1950
072-12-####,1936-1950
072-14-####,1936-1950
072-16-####,1936-1950
072-18-####,1936-1950
072-20-####,1936-1950
072-22-####,1936-1950
072-24-####,1936-1950
