SSN Prefix,Years Issued
579-36-####,1952-unknown
579-37-####,2004-2005
579-38-####,1952-unknown
579-39-####,2005-2006
579-40-####,1952-unknown
579-41-####,2006-2007
579-42-####,1952-unknown
579-43-####,2007-unknown
579-44-####,1952-unknown
579-45-####,2007-2008
579-46-####,1952-unknown
579-47-####,2008-2009
579-48-####,1952-1954
579-49-####,2009-2010
579-50-####,1955-unknown
579-51-####,2010-2011
579-52-####,1956-unknown
579-53-####,2011-unknown
579-54-####,1957-1959
579-56-####,1960-unknown
579-58-####,1961-unknown
579-60-####,1962-unknown
579-62-####,1963-unknown
579-64-####,1964-unknown
579-66-####,1965-unknown
579-68-####,1966-unknown
579-70-####,1967-unknown
579-72-####,1968-unknown
579-74-####,1969-unknown
579-76-####,1970-unknown
579-78-####,1971-unknown
579-80-####,1972-unknown
579-82-####,1973-unknown
579-84-####,1973-unknown
579-86-####,1974-unknown
579-88-####,1974-unknown
579-90-####,1975-unknown
579-92-####,1976-unknown
579-94-####,1976-unknown
579-96-####,1977-1978
579-98-####,1979-unknown
